age,sex,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
51, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, No,4.505149978,90.48191336
50, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,3.84509804,46.7632688
42, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.447158031,85.38394038
46, Male, Never Married, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.939519253,139.7030715
43, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5,148.4131591
47, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.397940009,81.28325328
47, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, No,4.77815125,118.8843593
44, Male, Married, White, College Grad, Middle Atlantic, Information, <=Good, No,4.264817823,71.15195654
36, Male, Married, Asian, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.176091259,65.11085372
39, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.176091259,65.11085372
29, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.832508913,125.5254984
40, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.812913357,123.0896998
20, Male, Never Married, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.260071388,70.81503862
32, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.72427587,112.6488963
36, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.462397998,86.69515483
31, Male, Never Married, Black, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.414973348,82.6796373
28, Male, Married, Asian, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.875061263,130.9821774
41, Male, Divorced, Other, Some College, Middle Atlantic, Information, <=Good, Yes,4.763427994,117.1468169
54, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5.176091259,176.9896505
42, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.77815125,118.8843593
19, Male, Never Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.230448921,68.74808773
59, Male, Married, White, Some College, Middle Atlantic, Information, <=Good, No,5.590617833,267.9010869
64, Male, Never Married, White, Some College, Middle Atlantic, Information, <=Good, Yes,4.602059991,99.6894637
31, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.5289167,92.65813017
37, Male, Never Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.698970004,109.8339856
30, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.477121255,87.98103279
24, Male, Never Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.77815125,118.8843593
26, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.318063335,75.04315402
44, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.740362689,114.4757133
39, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.623217234,276.7784133
48, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.626186335,277.6014175
53, Male, Never Married, Black, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.389166084,80.57319971
42, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.740362689,114.4757133
44, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,5.113943352,166.3249412
25, Male, Never Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.447158031,85.38394038
46, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,3.77815125,43.73511168
52, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, No,4.62324929,101.8243521
33, Male, Married, White, Some College, Middle Atlantic, Information, <=Good, Yes,4.477121255,87.98103279
30, Male, Married, Black, Some College, Middle Atlantic, Information, >=Very Good, No,4.799340549,121.4303138
38, Male, Never Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.698970004,109.8339856
29, Male, Never Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.380211242,79.85490031
57, Male, Married, Asian, College Grad, Middle Atlantic, Industrial, <=Good, Yes,4.84509804,127.1157438
50, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.747411808,115.285517
23, Male, Never Married, White, Some College, Middle Atlantic, Industrial, <=Good, No,4.591086878,98.60153978
46, Male, Divorced, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.973127854,144.4780877
61, Male, Married, White, College Grad, Middle Atlantic, Industrial, <=Good, Yes,4.913813852,136.1577108
70, Male, Married, White, < HS Grad, Middle Atlantic, Information, >=Very Good, No,4.612783857,100.7642728
59, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.342422681,76.89360252
57, Male, Married, Black, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.505149978,90.48191336
25, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.462397998,86.69515483
48, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.819543936,123.9085676
52, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, <=Good, No,4.176091259,65.11085372
44, Male, Separated, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.880813592,131.7378012
40, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.204119983,66.96164432
43, Male, Married, White, College Grad, Middle Atlantic, Information, <=Good, Yes,5.278753601,196.1252726
51, Male, Married, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,5.113943352,166.3249412
43, Male, Married, Asian, < HS Grad, Middle Atlantic, Information, >=Very Good, No,4.176091259,65.11085372
42, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.792391689,120.5894365
28, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.62324929,101.8243521
54, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, No,5,148.4131591
34, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.069231363,159.0520271
50, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.698970004,109.8339856
36, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.942008053,140.0511976
36, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.885468649,132.3524777
71, Male, Widowed, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.77815125,118.8843593
31, Male, Never Married, Asian, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.579783597,97.49329405
43, Male, Married, White, Advanced Degree, Middle Atlantic, Information, <=Good, Yes,4.903089987,134.7053751
20, Male, Never Married, White, Some College, Middle Atlantic, Industrial, <=Good, No,4.278753601,72.15045568
23, Male, Never Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.477121255,87.98103279
42, Male, Divorced, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,3.903089987,49.55533812
41, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.004321374,149.0558956
27, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.806179974,122.2636739
29, Male, Married, White, Some College, Middle Atlantic, Industrial, <=Good, No,4.62324929,101.8243521
41, Male, Divorced, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.602059991,99.6894637
41, Male, Married, Black, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.653212514,104.9215065
22, Male, Never Married, White, Some College, Middle Atlantic, Information, <=Good, No,4.397940009,81.28325328
39, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.301029996,73.77574327
50, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, No,4.414973348,82.6796373
49, Male, Never Married, White, College Grad, Middle Atlantic, Industrial, <=Good, Yes,5,148.4131591
42, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
38, Male, Married, Black, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.86332286,129.4536446
55, Male, Married, White, College Grad, Middle Atlantic, Information, <=Good, No,4.903089987,134.7053751
47, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.380211242,79.85490031
52, Male, Married, Other, < HS Grad, Middle Atlantic, Information, >=Very Good, No,4.221153322,68.11199407
56, Male, Divorced, White, College Grad, Middle Atlantic, Industrial, >=Very Good, No,3.698970004,40.40566526
30, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, No,4.880813592,131.7378012
56, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.903089987,134.7053751
46, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.740362689,114.4757133
43, Male, Married, White, < HS Grad, Middle Atlantic, Information, >=Very Good, No,4.838849091,126.3238807
35, Male, Married, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.759667845,116.7071546
58, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.698970004,109.8339856
69, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.397244581,81.22674631
68, Male, Divorced, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.477121255,87.98103279
52, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.84509804,127.1157438
46, Male, Never Married, Black, College Grad, Middle Atlantic, Information, <=Good, Yes,4.653212514,104.9215065
39, Male, Never Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.681241237,107.9039239
66, Male, Married, White, College Grad, Middle Atlantic, Industrial, <=Good, No,4.698970004,109.8339856
30, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,4.763427994,117.1468169
30, Male, Divorced, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.681241237,107.9039239
43, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.278753601,72.15045568
49, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,5.079181246,160.6424754
54, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5,148.4131591
48, Male, Divorced, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.963787827,143.1349408
37, Male, Separated, Black, Some College, Middle Atlantic, Information, >=Very Good, No,4.579783597,97.49329405
46, Male, Married, White, College Grad, Middle Atlantic, Information, <=Good, Yes,4.954242509,141.7751723
53, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,5,148.4131591
31, Male, Never Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.698970004,109.8339856
18, Male, Never Married, White, Some College, Middle Atlantic, Information, >=Very Good, No,4.079181246,59.09706408
49, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.027349608,152.5282169
39, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.397940009,81.28325328
40, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, No,3.77815125,43.73511168
37, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.568201724,96.37065283
24, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.62324929,101.8243521
35, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.875061263,130.9821774
27, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.414973348,82.6796373
44, Male, Never Married, Asian, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.875061263,130.9821774
46, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, No,4.491361694,89.24288466
40, Male, Married, White, Some College, Middle Atlantic, Information, <=Good, No,4.444044796,85.11853342
39, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.113943352,166.3249412
42, Male, Never Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.612783857,100.7642728
37, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.602059991,99.6894637
58, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.812913357,123.0896998
40, Male, Married, Asian, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,5.096910013,163.515864
27, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.447158031,85.38394038
31, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.322219295,75.35567932
44, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.176091259,65.11085372
38, Male, Divorced, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.5289167,92.65813017
34, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, No,4.924279286,137.5901428
41, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.904174368,134.8515263
20, Male, Never Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.283301229,72.4793163
28, Male, Never Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.18477374,178.5330504
55, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.591064607,98.59934386
38, Male, Married, White, College Grad, Middle Atlantic, Information, <=Good, No,4.748188027,115.3750386
33, Male, Never Married, Black, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.301029996,73.77574327
43, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,3.602059991,36.6737042
50, Male, Married, Asian, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.812913357,123.0896998
55, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.477121255,87.98103279
24, Male, Never Married, Black, Some College, Middle Atlantic, Information, >=Very Good, No,4.303196057,73.93571929
41, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.176091259,176.9896505
37, Male, Divorced, White, College Grad, Middle Atlantic, Information, <=Good, No,4.77815125,118.8843593
42, Male, Married, White, Some College, Middle Atlantic, Information, <=Good, Yes,4.903089987,134.7053751
25, Male, Never Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.505149978,90.48191336
45, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5,148.4131591
40, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.397940009,81.28325328
43, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.875061263,130.9821774
50, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,5.176091259,176.9896505
42, Male, Never Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.414973348,82.6796373
38, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.880813592,131.7378012
44, Male, Divorced, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.414973348,82.6796373
19, Male, Never Married, White, Some College, Middle Atlantic, Industrial, <=Good, No,3.72427587,41.44121303
44, Male, Never Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.763427994,117.1468169
26, Male, Never Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.301029996,73.77574327
54, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.462397998,86.69515483
32, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.602059991,99.6894637
49, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.954242509,141.7751723
35, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.260071388,70.81503862
34, Male, Married, White, < HS Grad, Middle Atlantic, Information, >=Very Good, No,4.278753601,72.15045568
23, Male, Never Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4,54.59815003
60, Male, Married, Asian, Some College, Middle Atlantic, Information, <=Good, Yes,4.84509804,127.1157438
54, Male, Married, White, Advanced Degree, Middle Atlantic, Information, <=Good, Yes,4.301029996,73.77574327
31, Male, Married, Black, Some College, Middle Atlantic, Information, >=Very Good, No,4.939519253,139.7030715
47, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, No,5.079181246,160.6424754
48, Male, Divorced, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,3.176091259,23.95294448
48, Male, Married, White, College Grad, Middle Atlantic, Information, <=Good, Yes,4.748188027,115.3750386
35, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, No,4.740362689,114.4757133
55, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.84509804,127.1157438
35, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.924279286,137.5901428
37, Male, Married, Asian, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.176091259,176.9896505
27, Male, Never Married, Black, HS Grad, Middle Atlantic, Information, >=Very Good, No,3.147367108,23.27470405
64, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.505149978,90.48191336
52, Male, Divorced, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.301029996,73.77574327
47, Male, Separated, Black, < HS Grad, Middle Atlantic, Information, >=Very Good, No,4.414973348,82.6796373
26, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.041392685,56.90553914
41, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.857332496,128.6804882
22, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.318063335,75.04315402
76, Male, Married, White, Some College, Middle Atlantic, Industrial, <=Good, No,4.301029996,73.77574327
46, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.682740581,108.0658303
39, Male, Married, Black, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.812913357,123.0896998
39, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,5.626899559,277.7994802
23, Male, Never Married, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.301029996,73.77574327
49, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.819543936,123.9085676
44, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.477121255,87.98103279
20, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.255272505,70.47601965
43, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.626186335,277.6014175
42, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5,148.4131591
46, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.740362689,114.4757133
33, Male, Never Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.602059991,99.6894637
62, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.591980114,268.266292
38, Male, Married, White, Some College, Middle Atlantic, Information, <=Good, Yes,4.875061263,130.9821774
43, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, No,4.698970004,109.8339856
46, Male, Divorced, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.626186335,277.6014175
18, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.301029996,73.77574327
63, Male, Married, White, Advanced Degree, Middle Atlantic, Information, <=Good, No,5.590617833,267.9010869
43, Male, Never Married, Black, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,4.785329835,119.7408513
44, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.954242509,141.7751723
53, Male, Never Married, Black, Some College, Middle Atlantic, Information, <=Good, Yes,4.854002233,128.2526611
58, Male, Never Married, White, < HS Grad, Middle Atlantic, Information, <=Good, Yes,4.505149978,90.48191336
23, Male, Never Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, No,4.342422681,76.89360252
50, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.84509804,127.1157438
35, Male, Never Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
38, Male, Married, White, Advanced Degree, Middle Atlantic, Information, <=Good, Yes,5.301029996,200.5432623
36, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, Yes,4.477121255,87.98103279
32, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5,148.4131591
56, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.591980114,268.266292
41, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, No,4.477121255,87.98103279
40, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.602059991,99.6894637
26, Male, Never Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, No,4.414973348,82.6796373
26, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.875061263,130.9821774
47, Male, Divorced, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.69019608,108.8745258
25, Male, Never Married, Black, College Grad, Middle Atlantic, Information, >=Very Good, No,4,54.59815003
58, Male, Married, Black, Some College, Middle Atlantic, Information, <=Good, No,5.735189959,309.5717713
57, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, No,4.415006754,82.68239934
30, Male, Never Married, White, < HS Grad, Middle Atlantic, Information, >=Very Good, No,4.088136089,59.62864555
44, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.113943352,166.3249412
29, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.380211242,79.85490031
51, Male, Married, White, College Grad, Middle Atlantic, Industrial, <=Good, No,4.77815125,118.8843593
37, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.531478917,92.89584479
67, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, <=Good, Yes,5.079181246,160.6424754
34, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.255272505,70.47601965
50, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.792391689,120.5894365
38, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,5.079181246,160.6424754
55, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,5.146128036,171.7651326
27, Male, Never Married, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.792391689,120.5894365
39, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.903089987,134.7053751
54, Male, Married, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,5,148.4131591
55, Male, Divorced, White, Advanced Degree, Middle Atlantic, Information, <=Good, Yes,4.86332286,129.4536446
49, Male, Married, Black, Some College, Middle Atlantic, Information, <=Good, No,4.903089987,134.7053751
42, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, <=Good, No,4.041392685,56.90553914
39, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, No,4.477121255,87.98103279
32, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.221153322,68.11199407
39, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.857332496,128.6804882
50, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,4.903089987,134.7053751
47, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.544068044,94.07271475
40, Male, Never Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, No,4.477121255,87.98103279
51, Male, Never Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
28, Male, Married, Asian, Some College, Middle Atlantic, Industrial, >=Very Good, No,4.230448921,68.74808773
53, Male, Divorced, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.544068044,94.07271475
54, Male, Married, White, Some College, Middle Atlantic, Information, >=Very Good, Yes,4.77815125,118.8843593
51, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.51851394,91.69922611
33, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, No,4.903089987,134.7053751
55, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, No,4.84509804,127.1157438
44, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,4.612783857,100.7642728
30, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.662757832,105.9278108
40, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, <=Good, Yes,4.477121255,87.98103279
26, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.602059991,99.6894637
49, Male, Married, Asian, College Grad, Middle Atlantic, Information, <=Good, Yes,4.72427587,112.6488963
43, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,5.096910013,163.515864
43, Male, Never Married, Black, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.414973348,82.6796373
44, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.380211242,79.85490031
32, Male, Never Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, No,3.903089987,49.55533812
34, Male, Married, Asian, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5.029383778,152.838801
36, Male, Married, Asian, College Grad, Middle Atlantic, Information, <=Good, Yes,5,148.4131591
51, Male, Married, White, < HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.619093331,101.4020523
42, Male, Married, White, Some College, Middle Atlantic, Information, <=Good, No,4.561101384,95.68881191
60, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, <=Good, Yes,4.77815125,118.8843593
36, Male, Married, White, HS Grad, Middle Atlantic, Industrial, <=Good, No,4.342422681,76.89360252
47, Male, Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, Yes,4.77815125,118.8843593
60, Male, Married, White, Some College, Middle Atlantic, Information, <=Good, Yes,4.929418926,138.2991269
22, Male, Never Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4,54.59815003
41, Male, Never Married, Black, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.176091259,65.11085372
56, Male, Divorced, White, College Grad, Middle Atlantic, Industrial, >=Very Good, No,4.698970004,109.8339856
44, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.301029996,73.77574327
49, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.662757832,105.9278108
45, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.755874856,116.2653241
25, Male, Never Married, White, Some College, Middle Atlantic, Industrial, >=Very Good, No,4.544068044,94.07271475
52, Male, Married, White, Some College, Middle Atlantic, Industrial, <=Good, Yes,4.77815125,118.8843593
30, Male, Married, White, Advanced Degree, Middle Atlantic, Information, >=Very Good, Yes,5,148.4131591
29, Male, Married, White, HS Grad, Middle Atlantic, Industrial, >=Very Good, No,4.653212514,104.9215065
23, Male, Married, White, College Grad, Middle Atlantic, Information, >=Very Good, Yes,4.380211242,79.85490031
48, Male, Divorced, White, HS Grad, Middle Atlantic, Information, >=Very Good, Yes,4.69019608,108.8745258
44, Male, Married, White, HS Grad, Middle Atlantic, Information, >=Very Good, No,4.698970004,109.8339856
62, Male, Married, White, College Grad, Middle Atlantic, Industrial, >=Very Good, Yes,4.84509804,127.1157438
33, Male, Married, White, Advanced Degree, Middle Atlantic, Industrial, >=Very Good, Yes,5.021189299,151.5914842
51, Male, Married, White, HS Grad, Middle Atlantic, Information, <=Good, Yes,4.662757832,105.9278108
